keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract,collected_on
yes,UT,W4406459672,https://doi.org/10.1109/ithet61869.2024.10837607,Using AI to Improve Accessibility and Inclusivity in Higher Education for Students with Disabilities,Xhulio Mitre; Muhamet Zeneli,University of Tirana,2024,11,False,,,en,"Around 1.3 billion, or more than 15% of the global population, suffer from a significant form of disability, with students and researchers in this category being underrepresented in higher education. This paper examines the use of Interactive Artificial Intelligence solutions to improve the inclusivity and accessibility of students with disabilities in higher education. The paper addresses the failure of traditional education methods to accommodate the diverse needs of people with disabilities. Through an exploratory literature review, several AI-driven solutions, like assistive technologies, adaptive-learning systems, and generative AI chatbots and virtual assistants, have been reviewed to understand how AI could be leveraged to create an inclusive learning environment. Key results show AI-driven solutions' potential to transform the learning process of people with disabilities by creating personalized learning paths, increasing access to educational resources, and supporting real-time communication. Additionally, the research highlights ethical concerns about the integration of AI in education, emphasizing the need for the participation of disabled individuals in the developmentprocess.",2026-03-23
yes,UT,W4416102023,https://doi.org/10.55214/2576-8484.v9i11.10877,Digital transformation and AI integration in accounting education: Evidence from Albania,Nertila Çika,University of Tirana,2025,1,True,https://learning-gate.com/index.php/2576-8484/article/download/10877/3500,Edelweiss Applied Science and Technology,,"The ongoing digital transformation of higher education has profoundly reshaped accounting pedagogy, redefining how knowledge is delivered, assessed, and applied in professional practice. As Artificial Intelligence (AI) and Information Technology (IT) increasingly influence learning environments, universities face the dual challenge of modernizing their curricula while maintaining educational quality and ethical integrity. This study investigates how AI and IT integration enhance teaching and learning outcomes in Albanian universities, focusing on the mediating role of digital literacy and the moderating influence of institutional support. Using a mixed-method design, the research combines quantitative survey data from 215 respondents (170 students and 45 instructors) with qualitative interviews of academic leaders. Statistical analysis employing PROCESS models (4 and 7) validates the conceptual framework and confirms that AI–IT integration improves student performance directly (H1) and indirectly through digital literacy (H2), while institutional support partially moderates this relationship (H3). Reliability (α = 0.87) and factor diagnostics ensure methodological rigor. The findings emphasize that successful digital transformation in accounting education depends not only on technological infrastructure but also on human capacity, leadership engagement, and ethical use of AI tools. By aligning its implications with the EU Digital Education Action Plan (2021–2027), this study contributes practical guidance for higher-education institutions seeking sustainable modernization and serves as a replicable model for other transitional economies in the Western Balkans and beyond.",2026-03-23
yes,UT,W4409274183,https://doi.org/10.13189/ujaf.2025.130301,Empirical Study of the Degree of Knowledge of Standards and References in Financial Information - Case of Albania,Almina Doko; Rezarta Shkurti,University of Medicine Tirana; University of Tirana,2025,0,True,http://www.hrpub.org/download/20250330/UJAF1-12240410.pdf,Universal Journal of Accounting and Finance,en,"The quality of financial reporting is a crucial determinant of economic transparency, particularly for small and medium-sized enterprises (SMEs) operating in emerging markets, which are the main economic contributors in the respective markets and whose level of financial reporting quality usually is lower than that of bigger firms. This study investigates the state of financial reporting knowledge among medium-sized enterprises in Albania, focusing on their compliance with financial standards, challenges encountered, and the broader implications for the Albanian economy. Findings reveal that while many small and medium-sized enterprises demonstrate a basic understanding of financial reporting requirements and rules, significant deficiencies persist, particularly in smaller and less formalized enterprises. Limited access to professional expertise and inconsistencies in regulatory enforcement exacerbate these challenges, hindering small and medium-sized enterprises' ability to produce accurate and compliant financial statements. As financial reporting evolves in a rapidly changing technological landscape, knowledge of frameworks like eXtensible Business Reporting Language (XBRL), the General Data Protection Regulation (GDPR), the Digital Operational Resilience Act (DORA), the IFRS Taxonomy, and emerging standards like the AI Act and the Corporate Sustainability Reporting Directive (CSRD) is becoming increasingly essential for businesses to ensure transparency, accuracy, and compliance. The study highlights the need for targeted educational initiatives and regulatory reforms to improve financial literacy and enhance reporting practices. This research contributes to the field by offering insights into the unique challenges faced by small and medium-sized enterprises in Albania, providing a foundation for policymakers to design interventions aimed at strengthening financial transparency and corporate governance. Practical implications include the potential for improved financial statement accuracy to attract investment and foster economic growth. Socially, the study underscores the role of transparent financial reporting in building trust within Albania's corporate ecosystem. Future research should consider longitudinal studies to track the impact of regulatory changes and educational programs on financial reporting practices.",2026-03-23
yes,THWS,W4416104283,https://doi.org/10.59476/mtt2025.v2i21.730,Human-centred robotics and the EU AI Act: selected standards and implications,Ralf Roßkopf,Technical University of Applied Sciences Würzburg-Schweinfurt,2025,0,True,https://ojs.kaunokolegija.lt/index.php/mttlk/article/download/730/779,Mokslo taikomieji tyrimai / Applied Research,lt,"Robotics and AI are key factors in enhancing business and national resilience, particularly in maintaining high-wage manufacturing in countries facing demographic challenges. Both are instrumental in making manufacturing more agile and flexible. Robots and humans will have to collaborate closely. Creating the necessary intelligent autonomous systems will go well beyond the typical considerations of machine learning. In line with the EU’s Industry 5.0 vision for a sustainable, human-centred and resilient European industry, humans and robots are expected to work so closely together that robot software must be designed with humans in mind from the outset. Thus, ethical, legal, and social implications (ELSI) must also be considered. Legal implications are multifaceted, ranging from AI Law, Product Liability Law, Product Safety Law, Machinery Law, to Technical Standards, Data Protection Law, Copyright and IP Law, Labour Law, etc. This contribution will briefly introduce the required technical features and, based on that, explore selected relevant legal implications and related standards of the new EU AI Act. The Act aims to promote human-centricity and entered into force on 1 August 2024, with its applicability phased in over a period of three years until 2 August 2027. Special references will be made to human-centredness, the subsumption of the plant owner to the categories of obligated parties (provider, product manufacturer, deployer, authorised representative or distributor), as well as the classification to the AI risk scheme (prohibited risks, high risks, transparency risks, general-purpose risks, and systemic risks as well as minimal risks) and related obligations. The high relevance of the AI Act for industrial human-robot settings will be shown. As AI evolves exponentially, so does its significance for industrial and national agility and resilience. Obligations vary widely according to risk classification and the obligated operator. Coordination and information flows between providers and deployers of related AI systems are key. As plant owners might become providers themselves, the duties could be more varied than initially assumed. Design and implementation of human-centred robotic scenarios, thus, should be well planned, structured, documented, and constantly evaluated. The respective AI models and AI systems need to be legally compliant and human-centred by design. An unprecedented dialogue across disciplinary fields is required.",2026-03-23
yes,THWS,W7133219553,https://doi.org/10.3390/electronics15051047,Defamiliarization Attack: Literary Theory Enabled Discussion of LLM Safety,Bibin Babu; Iana Agafonova; Sebastian Biedermann; Ivan P. Yamshchikov,Technical University of Applied Sciences Würzburg-Schweinfurt; University of Padua,2026,0,True,https://www.mdpi.com/2079-9292/15/5/1047/pdf,Electronics,en,"This paper introduces a multi-turn large language model (LLM) jailbreaking attack called Defamiliarization, in which malicious queries are embedded within ostensibly harmless narratives. By reframing requests in “unmarked” contexts, LLMs can be coerced into producing undesirable outputs. A range of scenarios is documented, from planning ethically dubious actions to selectively overlooking critical events in literary texts, thereby exposing the limitations of alignment strategies predicated on detecting trigger words or semantic cues. Rather than substituting vocabulary, defamiliarization manipulates context and presentation, highlighting vulnerabilities that cannot be addressed by token-level fixes alone. Beyond demonstrating the effectiveness of defamiliarization as an attack strategy, evidence is presented of a systematic relationship between model scale and susceptibility. Experiments reveal that smaller-parameter models are significantly easier to manipulate using defamiliarized prompts. This finding raises important concerns regarding the growing popularity of lightweight, locally hosted LLMs, which are favored for their lower computational requirements but may lack alignment safeguards. A more holistic approach to LLM safety is advocated—one that incorporates insights from literary theory, ethics, and user experience—treating these models as interpretive agents. By doing so, defenses against covert manipulations can be strengthened and AI systems can remain aligned with human values.",2026-03-23
yes,THWS,W3101243682,https://doi.org/10.3390/jmmp4040108,Advances in Machine Learning Detecting Changeover Processes in Cyber Physical Production Systems,Bastian Engelmann; Simon Schmitt; Eddi Miller; Volker Bräutigam; Jan Schmitt,Technical University of Applied Sciences Würzburg-Schweinfurt,2020,25,True,https://www.mdpi.com/2504-4494/4/4/108/pdf,Journal of Manufacturing and Materials Processing,en,"The performance indicator, Overall Equipment Effectiveness (OEE), is one of the most important ones for production control, as it merges information of equipment usage, process yield, and product quality. The determination of the OEE is oftentimes not transparent in companies, due to the heterogeneous data sources and manual interference. Furthermore, there is a difference in present guidelines to calculate the OEE. Due to a big amount of sensor data in Cyber Physical Production Systems, Machine Learning methods can be used in order to detect several elements of the OEE by a trained model. Changeover time is one crucial aspect influencing the OEE, as it adds no value to the product. Furthermore, changeover processes are fulfilled manually and vary from worker to worker. They always have their own procedure to conduct a changeover of a machine for a new product or production lot. Hence, the changeover time as well as the process itself vary. Thus, a new Machine Learning based concept for identification and characterization of machine set-up actions is presented. Here, the issue to be dealt with is the necessity of human and machine interaction to fulfill the entire machine set-up process. Because of this, the paper shows the use case in a real production scenario of a small to medium size company (SME), the derived data set, promising Machine Learning algorithms, as well as the results of the implemented Machine Learning model to classify machine set-up actions.",2026-03-23
yes,THWS,W3205696641,https://doi.org/10.14428/esann/2021.es2021-4,"Federated Learning - Methods, Applications and beyond",Moritz Heusinger; Christoph Raab; Fabrice Rossi; Frank-Michael Schleif,Technical University of Applied Sciences Würzburg-Schweinfurt; Université Paris Dauphine-PSL; Centre de Recherche en Mathématiques de la Décision; University of Würzburg,2021,8,True,https://doi.org/10.14428/esann/2021.es2021-4,ESANN 2021 proceedings,en,"In recent years the applications of machine learning models have increased rapidly, due to the large amount of available data and technological progress. While some domains like web analysis can benefit from this with only minor restrictions, other fields like medicine with patient data are stronger regulated. In particular data privacy plays an important role as recently highlighted by the trustworthy AI initiative of the EU or general privacy regulations in legislation. Another major challenge is, that the required training data is often distributed in terms of features or samples and unavailable for classical batch learning approaches. In 2016 Google came up with a framework, called Federated Learning to solve both of these problems. We provide a brief overview on existing Methods and Applications in the field of vertical and horizontal Federated Learning, as well as Federated Transfer Learning.",2026-03-23
yes,THWS,W7130692215,https://doi.org/10.1007/s40808-026-02741-8,"Machine learning approaches for predicting air pollution levels: a transparent, time-aware pipeline for daily AQI in Indian cities",Philipp Goetzinger; Sebastian Noy; Karsten Huffstadt,Technical University of Applied Sciences Würzburg-Schweinfurt; Fontys University of Applied Sciences; University of Zagreb,2026,0,False,,Modeling Earth Systems and Environment,en,,2026-03-23
yes,THWS,W4414956233,https://doi.org/10.1109/jsen.2025.3617158,GNN-DM: A Graph Neural Network Framework for Real-World Gas Distribution Mapping,Nicolas P. Winkler; Patrick P. Neumann; Natalia Albizu; Erik Schaffernicht; Achim J. Lilienthal,Technical University of Applied Sciences Würzburg-Schweinfurt; X-Fab (Germany); Federal Institute For Materials Research and Testing,2025,1,True,https://doi.org/10.1109/jsen.2025.3617158,IEEE Sensors Journal,en,"Gas distribution mapping (GDM) is essential for industrial safety and environmental monitoring, as it enables real-time hazard detection and air quality assessment. Traditional GDM methods, such as kernel-based techniques, struggle to reconstruct complex gas plume dynamics accurately. While deep learning has shown promise for GDM, two critical challenges hinder its practical use: the scarcity of available training data and the incompatibility of conventional architectures with irregular sensor layouts. To address these limitations, we propose GNN-DM, a graph neural network-based model for GDM that incorporates the relational structure of sensor networks to infer high-resolution maps from minimal, irregular inputs. The model is pre-trained on synthetic gas dispersion data generated from measured wind data and fine-tuned on two industrial datasets collected on a ferry car deck and in a hot rolling mill. Compared to established GDM techniques, GNN-DM achieves higher accuracy on synthetic and real-world data, highlighting the potential of graph-based learning for practical gas mapping applications.",2026-03-23
yes,TAMK,W3002181443,https://doi.org/10.1002/widm.1368,Explainable artificial intelligence and machine learning: A reality rooted perspective,Frank Emmert‐Streib; Olli Yli‐Harja; Matthias Dehmer,"Nankai University; Tampere University of Applied Sciences; Swiss Distance University of Applied Sciences; Tampere University; UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik; Institute for Systems Biology",2020,13,True,https://arxiv.org/pdf/2001.09464,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,en,"Abstract As a consequence of technological progress, nowadays, one is used to the availability of big data generated in nearly all fields of science. However, the analysis of such data possesses vast challenges. One of these challenges relates to the explainability of methods from artificial intelligence (AI) or machine learning. Currently, many of such methods are nontransparent with respect to their working mechanism and for this reason are called black box models, most notably deep learning methods. However, it has been realized that this constitutes severe problems for a number of fields including the health sciences and criminal justice and arguments have been brought forward in favor of an explainable AI (XAI). In this paper, we do not assume the usual perspective presenting XAI as it should be, but rather provide a discussion what XAI can be . The difference is that we do not present wishful thinking but reality grounded properties in relation to a scientific theory beyond physics. This article is categorized under: Fundamental Concepts of Data and Knowledge &gt; Explainable AI Algorithmic Development &gt; Statistics Technologies &gt; Machine Learning",2026-03-23
